ppt,life_sat,worthwhile,happy,anxious,relationship,physical_health,mental_wellbeing,financial,work,balance,local,health,gender,age_group,marital,education,employment,occupation
648,6,6,8,3,3,9,8,7,6,6,8,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate
868,6,7,3,4,10,7,10,0,0,5,10,very_good,female,25to44,married,degree,full_time,managerial_professional
167,9,10,9,9,10,8,10,9,9,3,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional
654,8,8,7,7,7,8,8,7,5,4,7,very_good,male,25to44,married,no_degree,full_time,managerial_professional
721,10,10,10,0,10,9,9,8,8,8,10,very_good,male,55to64,married,no_degree,full_time,routine_manual
239,8,8,7,2,10,9,9,9,8,6,10,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
684,8,8,9,0,8,8,8,8,8,10,8,very_good,male,55to64,widowed_divorced_sep,degree,part_time,managerial_professional
268,10,8,10,0,10,7,9,8,9,9,9,good_to_bad,female,45to54,married,no_degree,part_time,managerial_professional
599,8,9,7,5,9,8,9,9,8,4,8,very_good,female,55to64,married,degree,full_time,managerial_professional
617,10,8,8,0,10,8,8,8,10,10,10,good_to_bad,female,55to64,married,no_degree,part_time,managerial_professional
136,8,8,9,4,10,9,10,8,9,7,9,very_good,male,25to44,married,degree,full_time,managerial_professional
835,9,8,8,1,8,9,9,9,7,9,8,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional
237,9,9,8,2,10,9,9,7,10,8,10,very_good,male,55to64,married,degree,part_time,managerial_professional
578,9,9,8,1,8,9,9,9,9,10,9,very_good,male,45to54,single,degree,part_time,routine_manual
122,6,6,8,0,7,5,5,8,8,9,10,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,part_time,intermediate
41,8,8,7,2,9,4,9,7,7,8,7,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual
640,8,8,8,1,10,8,8,8,9,3,9,very_good,male,45to54,married,degree,full_time,managerial_professional
696,8,8,6,4,10,7,9,9,7,7,10,good_to_bad,male,45to54,married,degree,full_time,managerial_professional
352,7,7,8,6,9,7,7,7,6,5,10,good_to_bad,male,55to64,married,no_degree,full_time,intermediate
957,7,5,9,0,10,2,9,0,5,7,7,very_good,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual
48,8,8,10,8,10,8,10,7,10,10,10,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual
219,7,7,9,1,6,8,8,7,9,7,7,very_good,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional
336,6,8,5,5,5,6,4,6,2,2,8,good_to_bad,female,25to44,married,degree,part_time,intermediate
135,8,9,9,0,10,10,10,7,7,7,10,very_good,male,45to54,married,no_degree,full_time,routine_manual
894,8,8,8,0,9,8,9,5,5,7,4,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual
177,9,9,8,0,6,8,9,9,10,9,8,very_good,male,55to64,single,no_degree,part_time,routine_manual
351,8,8,7,3,10,7,8,8,7,7,8,very_good,male,25to44,married,degree,full_time,managerial_professional
115,8,10,10,7,8,10,10,7,8,5,8,very_good,male,25to44,married,no_degree,full_time,routine_manual
128,9,9,9,0,9,9,9,8,9,3,9,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual
251,8,7,8,3,9,7,8,7,7,6,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional
1,8,9,9,2,10,8,10,7,5,10,9,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional
513,7,8,8,4,9,5,6,5,7,7,9,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional
103,5,5,5,5,8,6,9,5,3,3,10,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
407,9,9,9,0,10,9,9,7,7,7,10,very_good,female,25to44,married,degree,full_time,intermediate
571,9,9,8,7,10,10,10,10,10,8,8,very_good,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional
368,8,9,10,0,9,9,9,5,8,6,9,very_good,female,45to54,married,degree,part_time,managerial_professional
853,7,6,4,4,8,5,7,8,8,5,8,good_to_bad,female,45to54,widowed_divorced_sep,degree,full_time,intermediate
496,9,9,8,2,8,9,8,9,8,6,7,very_good,female,25to44,married,degree,full_time,managerial_professional
70,8,10,10,0,8,5,10,8,8,6,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional
779,7,6,4,5,8,9,7,8,7,8,10,good_to_bad,male,16to24,married,no_degree,full_time,managerial_professional
297,8,10,10,1,5,3,8,9,10,5,9,good_to_bad,female,25to44,single,degree,full_time,intermediate
281,0,5,8,9,5,0,1,7,3,5,5,good_to_bad,female,16to24,single,no_degree,part_time,routine_manual
434,10,10,10,2,10,8,8,4,6,6,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual
445,9,8,10,3,10,8,8,6,7,2,7,very_good,female,25to44,married,degree,part_time,managerial_professional
537,5,5,3,0,10,6,7,7,5,4,8,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,full_time,intermediate
846,7,8,4,9,10,3,8,8,7,6,9,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,part_time,intermediate
932,9,9,7,0,9,8,10,9,9,6,8,very_good,female,16to24,single,degree,full_time,managerial_professional
816,8,7,9,2,9,8,8,7,5,3,8,very_good,male,45to54,married,no_degree,full_time,intermediate
651,8,7,6,5,8,6,8,3,3,3,2,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
866,8,8,9,0,8,7,5,9,8,7,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
501,8,8,9,5,4,3,5,8,6,8,6,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional
937,5,5,2,5,8,5,5,4,6,5,10,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,intermediate
843,9,8,9,1,9,6,9,7,7,8,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
758,8,10,9,0,9,9,10,6,7,5,10,very_good,female,25to44,married,degree,part_time,managerial_professional
156,7,7,6,6,6,7,5,4,7,7,5,very_good,female,16to24,single,degree,part_time,managerial_professional
487,7,8,7,3,8,5,7,7,7,4,7,very_good,female,25to44,married,degree,full_time,managerial_professional
735,8,8,8,2,2,10,7,8,5,6,9,very_good,female,55to64,widowed_divorced_sep,degree,full_time,intermediate
363,8,7,8,4,10,7,9,8,8,7,7,good_to_bad,female,25to44,married,degree,full_time,routine_manual
409,8,8,5,8,10,7,9,8,4,7,10,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual
729,7,7,9,3,9,7,8,5,2,2,8,good_to_bad,male,25to44,married,no_degree,full_time,intermediate
667,8,8,8,0,8,8,8,7,5,5,6,very_good,female,55to64,widowed_divorced_sep,no_degree,full_time,intermediate
745,9,9,10,1,10,9,9,9,10,7,8,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual
144,3,7,3,7,5,5,2,4,6,8,5,good_to_bad,male,25to44,single,degree,full_time,managerial_professional
5,10,10,10,0,9,9,10,9,9,10,10,very_good,male,45to54,married,no_degree,full_time,intermediate
252,10,10,8,0,10,7,8,6,6,5,10,good_to_bad,male,55to64,married,no_degree,part_time,intermediate
343,8,8,8,1,5,3,8,7,9,2,9,good_to_bad,male,25to44,married,no_degree,full_time,intermediate
829,7,8,10,0,9,7,10,10,8,7,7,good_to_bad,male,45to54,single,no_degree,full_time,managerial_professional
895,8,7,6,5,10,10,10,8,7,3,8,very_good,male,25to44,married,no_degree,full_time,routine_manual
595,8,7,9,0,10,7,8,8,5,7,6,good_to_bad,female,55to64,married,no_degree,part_time,intermediate
304,10,8,10,0,8,5,7,10,10,10,8,good_to_bad,female,45to54,single,no_degree,part_time,managerial_professional
178,8,9,8,3,8,8,8,7,6,8,10,very_good,male,25to44,married,no_degree,full_time,managerial_professional
208,8,9,8,2,8,6,8,8,10,10,10,very_good,male,25to44,single,no_degree,full_time,managerial_professional
210,8,8,9,2,9,6,4,4,6,7,10,good_to_bad,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional
318,8,10,7,1,10,9,10,10,8,8,10,good_to_bad,female,45to54,married,no_degree,part_time,intermediate
426,6,5,7,6,10,6,4,4,7,6,10,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual
109,8,8,9,3,10,7,8,9,9,8,8,very_good,male,25to44,married,degree,full_time,managerial_professional
712,7,8,7,2,9,7,7,8,8,5,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
312,8,8,10,0,8,8,9,5,8,10,8,very_good,female,25to44,married,degree,part_time,routine_manual
311,8,7,10,3,10,8,10,4,7,6,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual
840,8,8,8,1,9,7,8,8,8,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional
650,4,10,7,8,3,5,5,5,10,2,10,very_good,female,45to54,single,no_degree,full_time,intermediate
360,6,6,9,7,9,8,7,8,7,8,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional
105,4,6,5,1,8,6,5,3,5,7,7,very_good,male,55to64,widowed_divorced_sep,no_degree,part_time,managerial_professional
938,9,8,8,5,9,7,7,4,9,8,10,good_to_bad,female,45to54,married,no_degree,part_time,routine_manual
467,9,10,6,5,10,8,8,8,8,9,9,good_to_bad,female,45to54,married,no_degree,full_time,intermediate
715,8,10,10,5,10,8,8,8,7,7,10,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional
385,7,8,8,2,9,7,9,6,7,7,8,good_to_bad,male,25to44,married,no_degree,full_time,intermediate
749,10,7,10,1,9,10,9,7,6,5,9,very_good,male,25to44,single,no_degree,full_time,routine_manual
951,10,10,8,1,10,8,8,7,7,8,10,good_to_bad,female,16to24,married,no_degree,part_time,routine_manual
688,9,10,9,5,10,10,8,9,8,8,10,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
594,6,6,6,0,10,10,10,10,10,6,8,very_good,male,45to54,married,no_degree,full_time,intermediate
611,5,7,7,3,4,3,9,8,6,3,6,good_to_bad,female,25to44,widowed_divorced_sep,degree,full_time,managerial_professional
228,9,9,9,0,10,6,8,5,7,6,9,good_to_bad,male,25to44,married,degree,full_time,routine_manual
518,5,8,8,1,8,7,8,6,9,9,9,very_good,female,45to54,married,no_degree,full_time,managerial_professional
830,9,9,10,1,7,8,9,8,6,9,9,very_good,female,55to64,married,degree,part_time,routine_manual
325,7,7,8,0,9,7,8,7,8,7,6,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional
124,8,9,7,10,10,9,9,8,7,6,8,very_good,female,45to54,married,degree,full_time,managerial_professional
889,7,8,7,5,9,8,8,7,7,7,7,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
814,7,10,9,1,9,8,9,8,9,6,10,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional
466,7,8,9,1,10,8,8,6,7,9,10,very_good,male,55to64,married,no_degree,full_time,intermediate
95,8,9,5,3,10,6,6,5,8,8,8,very_good,female,16to24,single,no_degree,part_time,routine_manual
819,7,5,4,5,9,8,9,4,2,3,10,good_to_bad,male,16to24,single,no_degree,full_time,routine_manual
600,7,7,7,6,10,7,10,7,7,3,5,very_good,male,25to44,married,degree,full_time,managerial_professional
236,7,4,9,3,10,10,10,2,5,6,8,very_good,male,25to44,single,degree,full_time,managerial_professional
367,8,9,3,4,9,9,9,9,10,8,7,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual
393,7,8,10,0,10,7,9,8,8,5,10,good_to_bad,female,55to64,married,no_degree,full_time,intermediate
414,10,10,10,0,8,5,10,8,5,7,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual
591,8,10,7,1,8,10,10,6,9,9,10,very_good,female,25to44,single,no_degree,part_time,intermediate
572,7,8,3,7,8,8,8,7,7,7,8,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,intermediate
278,7,9,6,0,9,8,8,6,6,10,10,very_good,male,25to44,single,no_degree,full_time,intermediate
117,8,8,10,2,9,7,8,9,7,6,10,very_good,male,25to44,married,degree,full_time,managerial_professional
915,6,8,5,9,10,4,5,8,9,9,8,good_to_bad,male,55to64,married,no_degree,full_time,intermediate
207,9,10,8,9,8,7,6,7,8,7,8,good_to_bad,female,45to54,single,degree,part_time,intermediate
926,8,9,8,4,5,4,4,6,7,4,8,good_to_bad,female,25to44,married,degree,full_time,managerial_professional
755,7,10,9,0,5,3,10,0,7,10,10,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual
930,8,10,10,1,10,8,9,6,8,10,10,very_good,female,25to44,married,no_degree,part_time,intermediate
436,9,10,10,1,10,10,10,10,9,6,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional
465,8,9,9,0,8,8,10,8,7,7,4,very_good,male,45to54,single,degree,full_time,managerial_professional
813,10,10,8,2,10,10,10,9,10,10,10,very_good,female,45to54,married,no_degree,part_time,managerial_professional
197,10,10,10,6,10,10,10,9,9,6,7,very_good,female,25to44,married,degree,full_time,intermediate
331,6,8,5,5,9,8,9,9,8,4,2,very_good,male,25to44,married,no_degree,full_time,routine_manual
154,4,6,10,5,10,10,10,3,10,3,10,good_to_bad,female,25to44,married,no_degree,part_time,routine_manual
777,10,8,10,0,9,2,8,6,8,10,10,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
424,7,7,7,3,8,8,8,7,6,5,7,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
782,8,9,5,6,9,8,10,9,5,6,10,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual
874,10,10,7,3,10,8,10,8,5,5,10,very_good,male,16to24,married,no_degree,full_time,managerial_professional
11,2,1,2,8,10,0,10,8,10,4,10,good_to_bad,male,55to64,married,no_degree,part_time,managerial_professional
622,8,6,8,1,9,8,8,8,9,10,9,good_to_bad,female,25to44,single,no_degree,part_time,intermediate
724,10,8,10,2,10,10,10,8,8,4,7,very_good,male,25to44,married,degree,full_time,managerial_professional
328,10,8,9,0,10,7,10,6,8,10,9,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual
918,8,9,9,2,8,8,8,7,8,6,8,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
338,6,7,5,0,5,4,8,3,6,8,5,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
557,7,7,8,3,9,7,9,7,7,3,9,good_to_bad,male,55to64,married,degree,full_time,managerial_professional
444,6,7,8,0,10,8,8,6,9,9,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual
950,8,10,10,0,10,10,10,8,10,9,10,good_to_bad,female,25to44,married,no_degree,full_time,routine_manual
960,8,5,8,0,5,8,8,10,7,10,10,very_good,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional
192,5,5,5,5,8,5,5,0,4,5,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,intermediate
433,9,10,10,0,10,9,8,8,8,7,8,good_to_bad,male,55to64,married,degree,full_time,managerial_professional
953,8,6,6,3,9,5,7,9,6,8,8,good_to_bad,male,55to64,married,no_degree,part_time,managerial_professional
914,8,8,9,4,9,7,9,7,5,8,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,intermediate
925,5,5,10,0,10,5,7,2,5,5,5,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual
36,8,7,8,0,10,8,10,7,8,7,4,good_to_bad,male,45to54,married,degree,full_time,managerial_professional
867,8,6,8,0,9,7,7,8,8,6,4,very_good,male,25to44,married,degree,full_time,routine_manual
708,8,8,9,5,9,8,9,3,8,7,7,very_good,male,25to44,married,degree,full_time,managerial_professional
111,9,9,6,0,9,7,8,8,8,9,8,very_good,female,25to44,married,no_degree,full_time,routine_manual
690,5,6,4,8,10,9,10,5,9,10,6,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual
464,7,6,8,2,10,8,10,9,4,6,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
935,8,9,9,1,10,4,6,5,8,9,10,good_to_bad,female,16to24,married,no_degree,part_time,routine_manual
642,6,4,6,2,10,10,10,10,10,7,0,good_to_bad,male,25to44,single,no_degree,full_time,intermediate
955,7,5,7,3,8,5,7,5,6,5,9,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional
719,7,8,7,2,10,7,7,8,7,6,8,good_to_bad,female,25to44,single,degree,full_time,managerial_professional
64,7,9,7,4,9,9,9,7,7,7,5,very_good,female,16to24,single,degree,full_time,managerial_professional
16,7,9,9,0,7,6,8,6,9,9,8,very_good,female,25to44,single,degree,full_time,routine_manual
171,8,10,9,5,9,10,9,3,9,9,7,very_good,female,25to44,married,degree,full_time,managerial_professional
633,8,7,8,2,8,8,8,8,8,7,8,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,intermediate
300,9,9,8,4,10,8,10,6,9,5,6,good_to_bad,female,16to24,single,degree,full_time,managerial_professional
516,6,8,8,5,7,7,7,4,6,7,4,good_to_bad,female,25to44,single,degree,full_time,managerial_professional
709,9,8,9,0,9,8,9,9,9,9,9,good_to_bad,male,55to64,married,no_degree,part_time,intermediate
559,8,8,9,0,10,8,10,5,8,7,8,very_good,female,45to54,married,degree,full_time,managerial_professional
726,8,10,10,0,10,10,10,7,10,10,10,very_good,male,25to44,married,no_degree,full_time,routine_manual
345,7,7,8,3,9,8,10,8,7,5,8,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual
825,7,8,7,0,8,10,10,6,7,6,6,very_good,female,25to44,married,no_degree,full_time,intermediate
609,10,10,10,0,10,5,10,7,10,10,10,good_to_bad,female,25to44,single,no_degree,part_time,managerial_professional
231,7,7,8,2,9,8,7,7,5,1,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional
512,6,10,9,0,10,7,10,5,7,6,8,very_good,male,25to44,single,degree,full_time,managerial_professional
15,8,9,8,1,9,7,8,8,8,5,9,good_to_bad,male,45to54,single,no_degree,full_time,managerial_professional
509,8,8,8,0,8,8,10,8,5,8,7,good_to_bad,male,45to54,married,degree,full_time,managerial_professional
607,8,9,10,2,10,9,10,7,4,6,7,good_to_bad,male,25to44,married,no_degree,full_time,intermediate
890,7,8,7,1,8,9,10,8,9,8,7,very_good,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual
388,10,10,9,0,10,9,10,7,7,9,7,very_good,female,25to44,married,degree,full_time,managerial_professional
196,10,9,7,7,10,9,10,9,7,8,10,very_good,female,45to54,married,no_degree,full_time,intermediate
672,7,8,8,0,10,9,7,6,7,4,8,very_good,female,25to44,married,degree,full_time,managerial_professional
379,8,10,5,0,10,8,5,5,8,5,10,good_to_bad,female,55to64,married,no_degree,full_time,routine_manual
520,9,8,5,1,10,5,8,9,1,5,5,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional
188,5,7,3,10,4,6,2,4,5,3,5,very_good,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual
129,10,9,10,0,10,10,10,10,8,8,6,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual
615,8,8,8,0,6,9,6,6,8,8,8,very_good,female,25to44,married,degree,full_time,intermediate
855,10,10,8,8,10,10,10,8,7,8,10,very_good,female,25to44,married,no_degree,part_time,managerial_professional
86,9,10,10,2,10,9,9,10,9,9,9,very_good,female,25to44,married,degree,full_time,managerial_professional
221,5,6,6,3,9,9,9,5,5,5,9,very_good,female,25to44,single,degree,part_time,intermediate
844,7,5,7,1,10,7,6,2,5,8,8,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual
353,10,10,9,0,10,9,10,9,9,8,10,very_good,male,55to64,married,no_degree,part_time,managerial_professional
58,6,7,7,4,5,5,7,5,5,2,2,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,intermediate
241,8,10,6,10,10,8,8,10,7,3,10,very_good,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional
448,9,9,9,1,10,10,10,8,3,8,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional
34,8,9,8,2,8,8,9,8,6,3,9,very_good,male,45to54,married,degree,full_time,managerial_professional
796,7,5,6,0,8,8,8,4,6,8,8,good_to_bad,male,45to54,single,no_degree,full_time,intermediate
314,9,10,10,0,5,8,10,6,5,5,10,very_good,male,25to44,married,degree,part_time,routine_manual
42,8,8,5,9,10,7,5,5,4,7,8,good_to_bad,female,25to44,single,degree,full_time,managerial_professional
563,5,7,7,0,7,7,10,5,5,8,7,good_to_bad,female,55to64,single,no_degree,full_time,intermediate
767,5,7,8,0,8,10,10,5,8,5,7,very_good,female,25to44,married,degree,part_time,intermediate
472,8,8,8,0,10,8,10,10,8,6,5,good_to_bad,female,55to64,married,degree,full_time,managerial_professional
905,8,8,7,0,8,8,9,10,7,4,8,very_good,female,25to44,married,degree,full_time,managerial_professional
655,8,8,8,0,8,5,8,6,8,6,9,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional
854,6,7,8,5,10,8,7,6,7,7,5,very_good,male,45to54,married,no_degree,full_time,managerial_professional
290,10,9,9,1,10,8,10,10,10,9,9,good_to_bad,female,55to64,married,degree,part_time,intermediate
264,10,10,10,0,10,10,10,10,10,10,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual
904,7,8,9,0,9,8,7,9,8,7,8,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual
145,10,10,10,0,10,10,10,8,8,10,5,very_good,female,55to64,married,no_degree,full_time,intermediate
911,9,9,8,0,9,8,9,7,7,7,10,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
138,7,5,9,0,7,4,7,5,6,4,9,good_to_bad,female,45to54,married,no_degree,full_time,intermediate
61,8,7,9,2,9,7,7,8,5,5,9,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional
614,9,9,6,0,9,8,10,9,9,7,9,very_good,male,55to64,married,no_degree,full_time,routine_manual
107,8,7,8,3,8,8,9,3,5,4,7,very_good,male,25to44,married,no_degree,part_time,managerial_professional
691,10,10,10,10,10,8,10,10,10,10,7,very_good,female,45to54,married,no_degree,full_time,routine_manual
742,6,9,9,0,6,7,10,7,8,4,8,very_good,male,45to54,married,degree,full_time,managerial_professional
842,9,10,9,5,10,7,8,10,10,5,5,very_good,male,55to64,married,degree,part_time,managerial_professional
224,9,8,9,2,9,8,9,8,8,7,6,very_good,female,25to44,married,no_degree,full_time,managerial_professional
923,6,6,8,2,7,8,7,7,8,7,5,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual
554,5,8,8,1,7,9,7,8,7,5,8,very_good,male,25to44,single,degree,full_time,managerial_professional
809,8,8,7,7,7,8,8,9,8,3,9,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional
84,6,4,7,0,0,3,8,2,2,6,9,good_to_bad,male,55to64,single,no_degree,part_time,routine_manual
270,8,8,8,0,8,8,8,6,8,6,8,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual
355,8,7,8,0,9,9,9,8,8,8,7,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,intermediate
133,7,9,8,1,7,8,9,8,9,8,10,good_to_bad,female,45to54,married,degree,part_time,managerial_professional
289,8,8,9,2,10,5,9,5,8,10,8,good_to_bad,female,45to54,married,no_degree,part_time,managerial_professional
213,8,8,10,0,6,8,10,8,10,9,4,very_good,female,25to44,married,no_degree,full_time,managerial_professional
134,2,7,5,0,8,4,10,3,8,7,2,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,managerial_professional
3,9,9,8,7,7,7,9,7,9,6,8,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,managerial_professional
21,7,10,10,7,10,7,9,6,5,6,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate
943,8,9,7,7,5,5,5,6,6,2,7,good_to_bad,female,45to54,widowed_divorced_sep,degree,full_time,managerial_professional
250,9,9,10,0,10,10,10,9,9,8,9,very_good,female,45to54,married,degree,full_time,managerial_professional
530,7,9,8,0,10,9,10,5,10,8,10,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,intermediate
19,7,9,9,0,10,6,9,6,4,10,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual
743,7,7,8,2,8,7,8,2,5,6,8,good_to_bad,male,45to54,married,no_degree,full_time,intermediate
483,8,9,6,0,4,8,10,6,6,8,9,good_to_bad,female,55to64,married,no_degree,full_time,managerial_professional
265,7,8,9,0,8,5,7,4,7,6,9,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual
267,9,8,9,2,9,8,9,10,10,9,7,very_good,male,45to54,married,degree,full_time,managerial_professional
893,10,10,10,0,10,8,10,8,10,9,7,very_good,male,25to44,married,no_degree,full_time,routine_manual
675,8,6,9,2,10,4,8,8,10,10,10,good_to_bad,male,25to44,single,degree,full_time,managerial_professional
773,8,7,6,8,9,7,7,8,8,6,6,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual
550,7,8,7,4,7,9,9,6,8,8,6,very_good,male,55to64,married,degree,full_time,managerial_professional
92,9,7,8,4,9,8,9,9,8,7,9,very_good,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional
413,8,10,7,7,10,6,5,9,4,3,9,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional
262,8,8,7,5,8,10,8,7,10,5,6,very_good,female,25to44,married,no_degree,full_time,managerial_professional
102,8,9,10,2,10,5,8,5,10,5,8,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual
273,7,8,2,5,10,6,1,3,1,5,7,good_to_bad,female,25to44,married,no_degree,part_time,intermediate
552,8,9,8,2,10,7,7,7,9,1,5,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional
50,8,9,8,0,10,7,8,8,9,8,6,good_to_bad,female,45to54,married,no_degree,full_time,intermediate
215,8,8,8,3,9,7,7,5,4,8,8,good_to_bad,female,25to44,married,degree,full_time,managerial_professional
697,9,9,9,0,9,6,8,8,10,10,10,very_good,female,25to44,married,degree,full_time,managerial_professional
682,7,7,8,4,8,8,10,7,7,9,9,very_good,female,25to44,married,no_degree,part_time,intermediate
676,8,8,8,1,7,8,8,8,8,5,7,very_good,male,25to44,married,no_degree,full_time,intermediate
366,8,8,7,1,7,9,10,8,9,10,9,very_good,female,45to54,married,degree,part_time,managerial_professional
545,8,8,8,4,9,6,8,7,9,6,5,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
517,8,9,9,3,10,8,9,6,7,5,3,very_good,female,25to44,married,degree,part_time,intermediate
514,8,8,9,0,9,9,9,10,7,8,9,very_good,male,16to24,single,no_degree,full_time,routine_manual
322,8,10,10,0,10,10,10,10,10,8,10,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional
374,8,9,8,6,9,9,8,7,9,7,9,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual
405,9,9,7,0,9,5,7,6,8,9,5,very_good,female,25to44,single,no_degree,part_time,routine_manual
515,9,9,5,3,10,6,9,7,9,7,7,good_to_bad,female,25to44,married,no_degree,full_time,intermediate
146,10,10,10,1,10,4,10,8,10,8,6,good_to_bad,female,25to44,married,degree,full_time,managerial_professional
670,8,7,9,1,9,7,9,7,8,5,8,good_to_bad,female,55to64,married,degree,full_time,intermediate
253,8,8,6,0,8,6,10,8,5,7,8,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
246,9,8,10,0,9,6,10,8,9,10,10,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,intermediate
681,9,8,8,2,8,5,8,5,2,5,5,good_to_bad,female,55to64,married,degree,part_time,intermediate
805,8,5,8,0,7,6,6,8,7,5,8,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional
169,10,10,9,0,10,8,10,10,9,7,10,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual
