ppt,life_sat,worthwhile,happy,anxious,relationship,physical_health,mental_wellbeing,financial,work,balance,local,health,gender,age_group,marital,education,employment,occupation,children
949,8,10,8,2,10,9,10,9,10,10,10,very_good,male,45to54,widowed_divorced_sep,degree,full_time,managerial_professional,no
472,8,8,8,0,10,8,10,10,8,6,5,good_to_bad,female,55to64,married,degree,full_time,managerial_professional,no
66,9,9,10,0,8,9,9,10,9,10,10,very_good,male,45to54,married,no_degree,full_time,managerial_professional,no
391,7,7,7,0,8,5,8,6,4,8,9,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
98,7,8,6,6,9,9,8,3,8,8,9,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
629,6,6,4,7,8,5,7,4,5,4,8,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
479,6,9,7,4,7,5,4,8,0,6,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,yes
241,8,10,6,10,10,8,8,10,7,3,10,very_good,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional,no
116,10,9,8,0,10,10,10,1,6,5,9,very_good,male,16to24,single,no_degree,full_time,routine_manual,no
944,8,8,1,0,8,8,8,7,7,7,8,very_good,male,55to64,single,no_degree,part_time,intermediate,no
786,7,5,7,3,8,7,8,8,7,7,8,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,yes
886,7,7,8,2,9,6,10,5,6,10,9,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
110,7,8,5,0,9,8,10,7,10,9,9,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
259,7,8,9,0,8,5,9,9,8,6,6,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional,no
848,7,7,9,7,8,7,5,5,8,8,8,very_good,male,55to64,married,degree,part_time,intermediate,no
839,9,9,10,0,6,8,9,7,8,8,8,very_good,female,45to54,married,degree,part_time,managerial_professional,yes
473,6,9,6,5,4,6,7,3,6,4,10,good_to_bad,female,25to44,single,degree,part_time,managerial_professional,no
530,7,9,8,0,10,9,10,5,10,8,10,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
686,6,5,7,4,5,6,6,6,6,4,7,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
701,9,10,9,6,9,8,9,9,9,8,9,good_to_bad,male,25to44,single,degree,full_time,managerial_professional,no
538,7,7,7,2,8,7,8,7,8,8,6,good_to_bad,female,45to54,married,no_degree,part_time,managerial_professional,no
793,9,9,9,0,10,9,10,9,9,9,8,good_to_bad,female,25to44,married,degree,full_time,managerial_professional,yes
700,7,9,9,3,10,6,10,5,8,8,0,good_to_bad,male,55to64,married,degree,full_time,routine_manual,no
349,8,9,5,0,10,8,7,10,8,6,6,good_to_bad,male,16to24,married,degree,full_time,intermediate,no
296,8,7,8,2,9,6,7,4,6,3,8,good_to_bad,male,25to44,married,degree,full_time,intermediate,no
352,7,7,8,6,9,7,7,7,6,5,10,good_to_bad,male,55to64,married,no_degree,full_time,intermediate,no
407,9,9,9,0,10,9,9,7,7,7,10,very_good,female,25to44,married,degree,full_time,intermediate,yes
785,9,9,9,1,10,8,8,10,8,9,7,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
448,9,9,9,1,10,10,10,8,3,8,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional,no
784,8,8,8,2,9,8,8,8,8,8,8,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
232,8,8,7,5,10,8,8,7,5,2,10,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
842,9,10,9,5,10,7,8,10,10,5,5,very_good,male,55to64,married,degree,part_time,managerial_professional,no
131,8,8,7,0,10,7,8,8,9,5,9,very_good,male,25to44,single,degree,full_time,managerial_professional,no
339,9,10,10,4,10,6,7,6,9,6,9,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
23,8,8,3,7,10,9,10,9,7,6,10,very_good,female,25to44,married,no_degree,full_time,managerial_professional,no
418,7,8,8,3,8,6,7,7,8,6,7,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
444,6,7,8,0,10,8,8,6,9,9,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,yes
799,7,8,6,1,8,5,8,7,8,6,4,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,yes
943,8,9,7,7,5,5,5,6,6,2,7,good_to_bad,female,45to54,widowed_divorced_sep,degree,full_time,managerial_professional,no
585,9,9,6,3,9,10,10,8,8,10,10,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
477,9,8,9,1,9,7,7,6,7,7,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,managerial_professional,no
567,6,8,6,3,9,9,9,8,8,8,8,very_good,female,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
455,9,6,8,0,10,7,8,7,6,6,9,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
33,8,8,8,4,6,8,8,8,7,7,9,good_to_bad,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional,yes
537,5,5,3,0,10,6,7,7,5,4,8,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,full_time,intermediate,no
796,7,5,6,0,8,8,8,4,6,8,8,good_to_bad,male,45to54,single,no_degree,full_time,intermediate,no
497,8,7,9,1,10,6,10,8,10,7,10,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
835,9,8,8,1,8,9,9,9,7,9,8,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
894,8,8,8,0,9,8,9,5,5,7,4,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual,no
887,5,10,8,5,8,8,9,0,8,6,3,very_good,male,25to44,married,degree,full_time,intermediate,yes
891,4,5,7,3,4,8,9,0,3,5,9,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual,no
868,6,7,3,4,10,7,10,0,0,5,10,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
678,8,8,7,0,10,9,10,8,7,9,9,very_good,male,45to54,married,degree,full_time,managerial_professional,no
840,8,8,8,1,9,7,8,8,8,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional,no
177,9,9,8,0,6,8,9,9,10,9,8,very_good,male,55to64,single,no_degree,part_time,routine_manual,no
927,7,7,7,7,9,7,9,8,7,8,9,very_good,male,55to64,widowed_divorced_sep,degree,part_time,intermediate,no
395,9,10,8,7,10,9,10,8,8,5,7,good_to_bad,male,45to54,married,no_degree,full_time,intermediate,no
911,9,9,8,0,9,8,9,7,7,7,10,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
494,10,10,10,0,10,8,10,8,10,10,10,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
658,6,9,4,4,8,7,7,7,5,7,10,good_to_bad,female,45to54,married,degree,part_time,managerial_professional,yes
380,7,7,7,3,9,6,7,6,6,6,8,good_to_bad,male,25to44,single,degree,full_time,managerial_professional,no
714,9,9,9,0,9,8,8,9,6,8,9,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,yes
628,5,6,7,5,3,7,5,3,6,4,7,good_to_bad,male,45to54,widowed_divorced_sep,degree,full_time,managerial_professional,no
28,10,9,8,0,10,9,10,10,9,10,10,very_good,female,16to24,single,no_degree,part_time,routine_manual,yes
617,10,8,8,0,10,8,8,8,10,10,10,good_to_bad,female,55to64,married,no_degree,part_time,managerial_professional,no
403,8,8,9,3,10,9,9,6,6,9,8,very_good,female,25to44,married,degree,full_time,intermediate,no
41,8,8,7,2,9,4,9,7,7,8,7,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
249,5,5,6,4,7,6,7,8,7,5,7,good_to_bad,female,55to64,single,degree,full_time,managerial_professional,no
552,8,9,8,2,10,7,7,7,9,1,5,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
787,10,10,10,0,10,10,10,8,5,10,10,very_good,female,45to54,married,no_degree,full_time,intermediate,no
843,9,8,9,1,9,6,9,7,7,8,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
740,8,6,6,2,9,6,8,7,1,6,8,very_good,male,55to64,married,no_degree,full_time,routine_manual,no
501,8,8,9,5,4,3,5,8,6,8,6,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,yes
779,7,6,4,5,8,9,7,8,7,8,10,good_to_bad,male,16to24,married,no_degree,full_time,managerial_professional,no
651,8,7,6,5,8,6,8,3,3,3,2,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
174,8,8,9,3,10,8,8,8,8,5,7,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
305,3,10,5,2,5,9,4,9,10,5,5,very_good,female,45to54,married,no_degree,part_time,intermediate,yes
40,9,10,9,0,10,6,9,8,10,7,7,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
956,7,7,5,5,10,7,7,5,3,3,6,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
939,7,8,8,3,10,8,10,7,8,7,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
393,7,8,10,0,10,7,9,8,8,5,10,good_to_bad,female,55to64,married,no_degree,full_time,intermediate,no
514,8,8,9,0,9,9,9,10,7,8,9,very_good,male,16to24,single,no_degree,full_time,routine_manual,no
219,7,7,9,1,6,8,8,7,9,7,7,very_good,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,no
175,9,9,9,0,9,8,10,9,8,6,4,very_good,female,25to44,married,degree,full_time,managerial_professional,no
947,8,7,4,8,8,10,8,8,6,4,7,very_good,female,25to44,single,no_degree,full_time,routine_manual,no
199,9,10,8,2,8,8,7,10,9,8,9,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
905,8,8,7,0,8,8,9,10,7,4,8,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
173,8,8,9,7,8,5,9,6,7,2,9,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual,no
657,7,5,6,2,10,5,5,5,5,8,8,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,yes
429,5,7,5,4,6,6,9,6,8,6,4,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,intermediate,no
544,9,9,7,4,10,8,10,6,6,4,10,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional,yes
930,8,10,10,1,10,8,9,6,8,10,10,very_good,female,25to44,married,no_degree,part_time,intermediate,yes
775,8,9,6,0,8,6,9,5,9,7,8,very_good,male,25to44,single,no_degree,full_time,intermediate,no
852,7,8,7,6,9,7,9,8,8,6,8,good_to_bad,female,25to44,married,degree,part_time,managerial_professional,yes
329,8,7,9,0,8,9,9,8,5,8,9,very_good,female,16to24,married,no_degree,part_time,routine_manual,yes
620,8,8,8,2,8,7,10,8,6,7,8,good_to_bad,male,55to64,single,no_degree,full_time,routine_manual,no
580,5,10,6,6,10,9,10,6,0,8,6,good_to_bad,male,55to64,married,degree,part_time,intermediate,no
103,5,5,5,5,8,6,9,5,3,3,10,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
660,5,7,7,2,6,5,6,5,6,7,6,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual,no
624,9,9,9,3,9,7,9,7,8,7,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional,no
27,9,9,9,1,10,9,7,8,6,7,8,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
807,7,9,9,0,10,10,10,6,8,8,6,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
359,7,7,7,0,7,7,7,4,0,7,7,very_good,female,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
738,8,8,5,8,10,8,8,5,5,5,10,good_to_bad,female,45to54,married,no_degree,part_time,routine_manual,yes
781,10,8,7,0,5,10,10,8,7,7,8,very_good,male,25to44,married,degree,full_time,intermediate,no
283,7,7,8,7,9,9,8,9,7,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional,no
94,8,8,8,5,8,6,8,7,6,5,8,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
511,10,10,10,0,10,9,9,10,10,10,0,very_good,female,25to44,married,no_degree,full_time,routine_manual,no
602,7,9,8,3,8,7,8,5,10,7,7,good_to_bad,male,55to64,married,degree,full_time,managerial_professional,no
39,9,10,7,2,10,9,9,8,8,9,9,good_to_bad,female,45to54,married,no_degree,part_time,intermediate,yes
795,6,7,5,5,7,6,6,5,7,6,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,no
394,8,8,7,4,10,8,8,6,8,9,7,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,managerial_professional,yes
186,6,6,4,10,5,7,6,2,0,7,10,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual,no
950,8,10,10,0,10,10,10,8,10,9,10,good_to_bad,female,25to44,married,no_degree,full_time,routine_manual,no
330,9,9,9,8,8,8,9,9,9,10,8,very_good,male,55to64,married,no_degree,full_time,routine_manual,no
363,8,7,8,4,10,7,9,8,8,7,7,good_to_bad,female,25to44,married,degree,full_time,routine_manual,no
520,9,8,5,1,10,5,8,9,1,5,5,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional,no
705,8,8,5,1,10,5,7,1,6,6,7,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,yes
857,4,6,3,7,9,2,4,9,4,1,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
117,8,8,10,2,9,7,8,9,7,6,10,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
345,7,7,8,3,9,8,10,8,7,5,8,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
155,8,9,8,1,9,9,8,7,7,8,10,very_good,female,25to44,married,no_degree,part_time,intermediate,yes
47,8,9,9,0,10,10,8,9,9,5,10,good_to_bad,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional,no
377,7,9,5,9,7,9,9,5,7,7,8,very_good,male,25to44,married,no_degree,full_time,routine_manual,no
364,5,9,9,1,7,3,6,5,7,5,10,good_to_bad,female,45to54,single,no_degree,full_time,intermediate,no
588,8,7,8,1,8,5,8,7,6,5,7,good_to_bad,female,55to64,married,no_degree,full_time,managerial_professional,no
191,8,8,6,6,9,9,8,8,0,10,8,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
736,5,6,8,0,10,8,10,7,8,7,10,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
898,8,7,5,0,10,8,10,10,10,10,5,very_good,male,55to64,married,degree,full_time,managerial_professional,no
877,8,9,10,0,9,10,10,9,10,10,10,very_good,female,25to44,married,no_degree,full_time,intermediate,yes
764,7,10,8,0,10,6,8,7,7,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional,no
899,8,8,7,5,8,9,9,8,8,8,9,very_good,female,45to54,single,degree,full_time,managerial_professional,no
741,8,8,10,5,10,7,10,7,10,8,10,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual,no
761,7,7,7,0,7,7,7,4,4,6,10,good_to_bad,female,55to64,single,degree,full_time,routine_manual,no
56,7,9,6,3,8,7,8,6,7,9,9,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,yes
8,7,6,8,2,8,7,8,8,6,9,7,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
408,7,8,8,0,9,8,8,8,7,6,8,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,no
99,8,8,7,3,7,8,10,6,8,8,7,good_to_bad,female,25to44,married,degree,full_time,managerial_professional,yes
586,8,8,10,10,9,9,8,8,9,10,8,very_good,female,55to64,married,no_degree,part_time,intermediate,no
503,8,10,10,0,10,8,10,5,8,6,6,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
73,8,8,7,2,9,6,9,6,5,6,9,good_to_bad,female,25to44,married,degree,part_time,routine_manual,yes
250,9,9,10,0,10,10,10,9,9,8,9,very_good,female,45to54,married,degree,full_time,managerial_professional,yes
218,8,8,9,8,8,8,10,10,7,5,10,very_good,male,25to44,married,no_degree,full_time,routine_manual,no
576,6,6,2,9,10,4,10,6,3,2,8,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual,no
704,8,9,5,4,8,7,8,9,6,6,6,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
388,10,10,9,0,10,9,10,7,7,9,7,very_good,female,25to44,married,degree,full_time,managerial_professional,no
9,3,5,5,6,1,7,7,1,8,7,4,very_good,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,no
49,8,8,7,0,9,8,9,7,7,6,7,very_good,female,25to44,married,degree,full_time,managerial_professional,no
594,6,6,6,0,10,10,10,10,10,6,8,very_good,male,45to54,married,no_degree,full_time,intermediate,yes
135,8,9,9,0,10,10,10,7,7,7,10,very_good,male,45to54,married,no_degree,full_time,routine_manual,no
333,7,9,9,1,9,9,10,4,9,6,8,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
876,10,10,10,0,10,8,9,8,9,8,10,good_to_bad,female,55to64,married,degree,full_time,managerial_professional,no
510,8,8,10,0,10,9,10,10,8,9,8,good_to_bad,female,25to44,married,no_degree,part_time,managerial_professional,yes
754,10,10,10,0,10,10,10,9,10,10,8,very_good,female,45to54,married,no_degree,part_time,intermediate,no
301,9,9,8,5,8,7,6,8,7,7,9,very_good,female,25to44,married,degree,part_time,managerial_professional,no
313,8,8,6,3,10,10,10,3,8,3,9,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
121,8,8,8,1,10,7,9,7,7,8,10,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
127,10,10,10,0,10,8,10,8,10,8,10,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional,no
379,8,10,5,0,10,8,5,5,8,5,10,good_to_bad,female,55to64,married,no_degree,full_time,routine_manual,no
583,5,9,8,0,5,10,5,3,5,10,8,very_good,female,25to44,married,no_degree,part_time,routine_manual,yes
271,8,9,7,0,10,10,10,10,8,7,9,very_good,male,45to54,single,degree,full_time,intermediate,no
34,8,9,8,2,8,8,9,8,6,3,9,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
591,8,10,7,1,8,10,10,6,9,9,10,very_good,female,25to44,single,no_degree,part_time,intermediate,yes
683,9,9,9,0,9,9,9,5,5,9,8,very_good,female,25to44,married,no_degree,part_time,routine_manual,yes
689,7,8,9,1,9,3,7,5,2,7,4,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional,no
256,8,9,9,2,9,8,8,9,9,9,8,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
797,4,5,3,4,3,7,3,3,5,3,6,very_good,female,45to54,married,degree,full_time,managerial_professional,no
837,6,5,8,1,10,5,10,5,8,3,9,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional,no
468,10,9,10,0,9,10,10,8,5,6,9,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
910,10,10,2,0,10,8,7,7,5,4,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
529,7,10,5,7,10,8,10,7,4,6,5,very_good,female,25to44,married,no_degree,part_time,intermediate,yes
960,8,5,8,0,5,8,8,10,7,10,10,very_good,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional,no
451,8,9,8,0,10,8,10,7,6,8,6,good_to_bad,male,16to24,single,no_degree,full_time,routine_manual,no
507,9,9,10,5,10,9,9,9,10,8,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
260,8,8,0,5,10,10,10,7,6,3,7,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
917,8,9,9,2,8,8,8,8,6,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
88,7,7,5,7,7,7,5,1,4,5,7,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional,no
622,8,6,8,1,9,8,8,8,9,10,9,good_to_bad,female,25to44,single,no_degree,part_time,intermediate,yes
669,9,10,10,0,10,10,10,8,8,10,10,very_good,male,25to44,married,degree,full_time,intermediate,yes
32,8,7,6,6,5,5,7,6,6,3,7,very_good,male,25to44,single,degree,full_time,managerial_professional,no
559,8,8,9,0,10,8,10,5,8,7,8,very_good,female,45to54,married,degree,full_time,managerial_professional,no
242,8,8,5,5,9,6,9,5,7,8,9,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual,yes
470,8,10,10,0,10,8,10,10,8,5,10,very_good,male,45to54,married,no_degree,full_time,routine_manual,yes
948,7,7,8,0,9,5,10,7,7,6,10,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual,no
302,8,7,9,2,8,6,10,8,9,5,6,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,no
774,4,4,4,8,4,7,4,4,4,5,6,good_to_bad,female,45to54,single,degree,full_time,managerial_professional,no
548,8,8,8,0,10,10,10,8,9,10,10,very_good,female,25to44,married,no_degree,part_time,routine_manual,yes
708,8,8,9,5,9,8,9,3,8,7,7,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
179,9,9,9,3,9,9,9,7,7,7,10,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
84,6,4,7,0,0,3,8,2,2,6,9,good_to_bad,male,55to64,single,no_degree,part_time,routine_manual,no
294,9,9,9,0,9,9,10,9,9,9,9,very_good,male,45to54,single,no_degree,full_time,routine_manual,no
285,8,8,5,4,9,8,9,10,8,5,7,very_good,female,45to54,married,no_degree,full_time,managerial_professional,no
78,9,8,8,3,8,9,9,6,9,9,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional,yes
631,8,8,7,2,8,6,6,8,8,7,8,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,no
22,9,9,7,5,9,8,7,8,7,9,9,very_good,male,55to64,married,degree,part_time,managerial_professional,no
59,10,9,10,0,9,9,10,9,8,8,8,very_good,male,45to54,married,no_degree,full_time,managerial_professional,no
859,8,6,8,1,9,6,7,7,8,7,8,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,yes
212,8,9,7,6,10,7,7,10,9,9,5,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,no
334,8,7,7,4,8,8,8,5,8,9,8,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
168,8,8,10,0,10,10,10,7,9,10,6,very_good,female,25to44,single,no_degree,part_time,routine_manual,yes
498,8,7,7,0,8,9,9,4,5,5,8,very_good,female,25to44,single,degree,part_time,managerial_professional,yes
237,9,9,8,2,10,9,9,7,10,8,10,very_good,male,55to64,married,degree,part_time,managerial_professional,no
353,10,10,9,0,10,9,10,9,9,8,10,very_good,male,55to64,married,no_degree,part_time,managerial_professional,no
826,5,10,10,3,10,6,10,4,4,7,6,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
940,6,7,2,8,9,8,9,3,10,10,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,yes
63,8,8,5,9,10,10,10,9,5,3,10,very_good,female,25to44,married,degree,part_time,managerial_professional,no
463,7,4,5,5,6,5,4,2,6,5,6,good_to_bad,male,55to64,single,no_degree,part_time,routine_manual,no
185,7,7,8,0,10,10,8,5,8,8,8,very_good,male,25to44,single,no_degree,full_time,managerial_professional,no
592,7,8,10,0,8,7,9,6,9,3,8,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional,no
159,7,8,7,5,7,9,7,4,7,8,7,very_good,female,25to44,married,no_degree,full_time,intermediate,no
750,6,5,4,6,8,6,5,7,4,4,9,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual,no
723,10,10,10,10,10,10,10,6,6,5,10,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
114,7,8,8,8,9,8,7,5,8,8,9,very_good,female,25to44,single,degree,full_time,managerial_professional,no
153,10,9,10,1,10,8,8,10,10,5,8,very_good,female,16to24,married,no_degree,full_time,managerial_professional,yes
87,5,5,5,7,7,3,7,3,5,3,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
12,7,9,9,0,10,9,9,9,2,6,9,very_good,female,25to44,married,no_degree,part_time,routine_manual,yes
474,9,10,1,9,10,10,9,10,10,10,10,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
508,5,5,7,0,10,7,10,0,6,10,8,very_good,male,25to44,single,no_degree,full_time,intermediate,no
125,7,10,10,5,10,10,10,10,10,9,5,very_good,female,25to44,widowed_divorced_sep,degree,full_time,intermediate,yes
201,8,8,9,9,9,8,9,9,6,3,6,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
811,8,7,9,0,10,8,10,9,9,6,10,very_good,female,25to44,single,degree,full_time,managerial_professional,no
240,6,10,3,7,8,8,6,3,7,7,5,good_to_bad,male,25to44,married,no_degree,part_time,routine_manual,yes
132,8,10,7,7,10,9,10,10,8,8,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,part_time,routine_manual,no
247,10,8,7,0,8,5,9,8,7,6,10,very_good,female,55to64,married,no_degree,part_time,managerial_professional,no
504,5,7,5,5,9,9,9,3,7,3,1,good_to_bad,male,45to54,married,degree,full_time,intermediate,no
64,7,9,7,4,9,9,9,7,7,7,5,very_good,female,16to24,single,degree,full_time,managerial_professional,no
481,9,9,8,2,7,9,9,8,10,9,9,very_good,female,25to44,single,degree,full_time,managerial_professional,no
452,7,9,8,5,8,8,7,9,6,8,3,very_good,female,25to44,single,no_degree,full_time,managerial_professional,no
136,8,8,9,4,10,9,10,8,9,7,9,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
579,8,5,6,1,8,8,9,5,8,4,7,very_good,male,25to44,single,no_degree,full_time,routine_manual,no
90,7,6,5,3,9,5,9,7,6,8,8,very_good,male,16to24,single,degree,full_time,managerial_professional,no
711,8,6,7,3,6,8,7,8,5,8,9,good_to_bad,female,25to44,married,degree,part_time,managerial_professional,yes
881,9,10,10,0,9,10,10,8,10,10,9,very_good,male,45to54,married,no_degree,full_time,managerial_professional,no
126,9,7,10,0,10,8,10,9,8,5,10,very_good,male,45to54,married,no_degree,full_time,routine_manual,yes
783,10,10,10,0,10,5,9,8,9,10,9,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
321,8,6,9,6,10,7,8,7,9,7,10,very_good,male,25to44,single,no_degree,full_time,managerial_professional,no
936,9,9,1,3,9,6,10,3,8,4,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,no
817,9,10,8,0,8,5,10,4,9,8,10,good_to_bad,female,16to24,married,no_degree,part_time,routine_manual,no
623,0,8,7,0,8,8,10,6,8,6,5,good_to_bad,male,25to44,married,no_degree,part_time,routine_manual,yes
475,9,8,10,8,10,8,9,9,9,8,10,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
20,10,10,10,0,10,10,10,10,10,10,10,very_good,female,25to44,married,no_degree,part_time,routine_manual,no
5,10,10,10,0,9,9,10,9,9,10,10,very_good,male,45to54,married,no_degree,full_time,intermediate,no
901,8,8,7,0,10,9,9,6,8,6,3,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual,yes
53,8,8,9,1,10,7,8,9,4,3,8,good_to_bad,female,45to54,married,no_degree,part_time,intermediate,no
847,8,8,9,0,9,8,9,7,7,9,8,very_good,male,55to64,married,degree,full_time,intermediate,no
542,4,9,9,0,7,2,6,3,3,2,9,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional,yes
291,8,8,8,4,9,9,10,10,10,6,9,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,yes
665,8,7,7,4,8,8,8,7,6,5,9,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
831,5,5,6,4,7,8,8,5,5,9,9,good_to_bad,female,25to44,single,degree,full_time,intermediate,no
465,8,9,9,0,8,8,10,8,7,7,4,very_good,male,45to54,single,degree,full_time,managerial_professional,no
