ppt,life_sat,worthwhile,happy,anxious,relationship,physical_health,mental_wellbeing,financial,work,balance,local,health,gender,age_group,marital,education,employment,occupation,children
133,7,9,8,1,7,8,9,8,9,8,10,good_to_bad,female,45to54,married,degree,part_time,managerial_professional,yes
478,4,5,5,2,10,8,9,2,2,8,8,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
630,3,9,9,1,10,4,9,9,5,4,9,good_to_bad,female,55to64,widowed_divorced_sep,degree,full_time,intermediate,no
241,8,10,6,10,10,8,8,10,7,3,10,very_good,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional,no
803,10,10,8,0,9,10,10,8,10,10,10,very_good,male,16to24,single,no_degree,full_time,intermediate,no
748,9,6,6,0,5,8,9,3,7,3,10,very_good,male,25to44,single,degree,full_time,managerial_professional,no
262,8,8,7,5,8,10,8,7,10,5,6,very_good,female,25to44,married,no_degree,full_time,managerial_professional,yes
897,8,10,10,0,10,8,8,0,5,5,3,very_good,female,45to54,married,degree,part_time,managerial_professional,yes
83,8,9,10,1,10,8,10,4,2,1,4,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
561,9,9,8,5,8,8,8,8,8,8,5,good_to_bad,female,25to44,married,no_degree,part_time,intermediate,yes
592,7,8,10,0,8,7,9,6,9,3,8,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional,no
629,6,6,4,7,8,5,7,4,5,4,8,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
234,8,10,8,0,10,8,10,10,9,4,10,good_to_bad,female,16to24,single,no_degree,full_time,intermediate,no
875,7,6,3,10,10,5,4,7,7,6,8,good_to_bad,female,25to44,single,no_degree,full_time,managerial_professional,no
747,10,10,10,0,10,10,10,9,9,9,10,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
449,8,7,5,3,9,4,3,4,6,2,8,good_to_bad,male,55to64,married,degree,full_time,managerial_professional,no
869,9,9,7,7,10,9,9,9,9,10,10,good_to_bad,female,25to44,married,degree,part_time,intermediate,no
606,6,6,5,5,8,5,6,5,8,10,8,good_to_bad,female,25to44,married,no_degree,part_time,routine_manual,yes
416,7,8,7,1,7,7,7,6,6,7,5,very_good,male,16to24,single,no_degree,full_time,routine_manual,no
377,7,9,5,9,7,9,9,5,7,7,8,very_good,male,25to44,married,no_degree,full_time,routine_manual,no
912,3,7,4,9,1,7,9,3,8,4,8,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,intermediate,no
265,7,8,9,0,8,5,7,4,7,6,9,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual,no
442,7,7,3,0,8,9,8,8,8,8,5,very_good,female,25to44,married,no_degree,part_time,managerial_professional,yes
910,10,10,2,0,10,8,7,7,5,4,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
28,10,9,8,0,10,9,10,10,9,10,10,very_good,female,16to24,single,no_degree,part_time,routine_manual,yes
34,8,9,8,2,8,8,9,8,6,3,9,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
44,8,8,7,2,8,7,7,7,5,7,5,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,no
519,7,8,8,5,10,5,5,7,4,6,9,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,no
292,9,9,6,4,8,9,9,5,6,5,6,good_to_bad,female,25to44,single,no_degree,full_time,intermediate,no
402,7,7,7,0,9,9,9,9,9,9,6,good_to_bad,male,45to54,single,no_degree,full_time,routine_manual,no
70,8,10,10,0,8,5,10,8,8,6,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
124,8,9,7,10,10,9,9,8,7,6,8,very_good,female,45to54,married,degree,full_time,managerial_professional,no
180,8,8,8,0,9,7,8,9,9,7,9,very_good,male,45to54,widowed_divorced_sep,degree,full_time,managerial_professional,no
385,7,8,8,2,9,7,9,6,7,7,8,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
394,8,8,7,4,10,8,8,6,8,9,7,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,managerial_professional,yes
393,7,8,10,0,10,7,9,8,8,5,10,good_to_bad,female,55to64,married,no_degree,full_time,intermediate,no
520,9,8,5,1,10,5,8,9,1,5,5,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional,no
723,10,10,10,10,10,10,10,6,6,5,10,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
25,5,5,6,3,5,9,7,8,8,7,5,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
849,8,8,8,1,9,8,9,8,7,8,7,good_to_bad,female,25to44,married,no_degree,part_time,intermediate,no
166,9,9,10,0,10,8,10,8,8,10,10,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
386,8,8,9,7,8,9,8,7,7,6,9,good_to_bad,male,55to64,single,no_degree,full_time,managerial_professional,no
569,8,8,10,1,10,10,10,6,6,8,7,very_good,female,16to24,single,degree,full_time,managerial_professional,no
566,8,7,5,0,10,8,10,6,4,6,7,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual,no
355,8,7,8,0,9,9,9,8,8,8,7,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,intermediate,no
535,10,10,10,4,8,9,9,10,10,9,4,very_good,male,16to24,single,no_degree,full_time,routine_manual,no
295,9,9,10,2,10,8,10,8,7,6,9,very_good,female,45to54,married,no_degree,full_time,intermediate,no
905,8,8,7,0,8,8,9,10,7,4,8,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
86,9,10,10,2,10,9,9,10,9,9,9,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
313,8,8,6,3,10,10,10,3,8,3,9,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
396,8,10,9,1,9,6,10,8,9,7,9,good_to_bad,male,25to44,single,degree,full_time,managerial_professional,no
528,8,8,9,0,10,5,7,8,7,8,6,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
957,7,5,9,0,10,2,9,0,5,7,7,very_good,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
523,7,6,8,7,7,9,7,10,5,3,9,very_good,female,25to44,married,degree,part_time,intermediate,yes
412,4,9,9,0,4,6,6,8,8,8,9,good_to_bad,female,55to64,widowed_divorced_sep,degree,full_time,managerial_professional,no
327,10,10,8,0,10,9,10,10,10,10,7,good_to_bad,female,16to24,married,no_degree,full_time,intermediate,no
187,9,9,9,8,9,9,9,8,7,8,8,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
246,9,8,10,0,9,6,10,8,9,10,10,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,intermediate,no
938,9,8,8,5,9,7,7,4,9,8,10,good_to_bad,female,45to54,married,no_degree,part_time,routine_manual,no
711,8,6,7,3,6,8,7,8,5,8,9,good_to_bad,female,25to44,married,degree,part_time,managerial_professional,yes
429,5,7,5,4,6,6,9,6,8,6,4,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,intermediate,no
826,5,10,10,3,10,6,10,4,4,7,6,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
531,6,6,8,1,6,9,8,6,6,6,8,very_good,female,55to64,married,no_degree,part_time,managerial_professional,no
440,9,6,8,0,8,9,9,9,5,8,8,very_good,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
651,8,7,6,5,8,6,8,3,3,3,2,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
481,9,9,8,2,7,9,9,8,10,9,9,very_good,female,25to44,single,degree,full_time,managerial_professional,no
348,8,8,8,1,9,9,9,8,9,8,9,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
445,9,8,10,3,10,8,8,6,7,2,7,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
501,8,8,9,5,4,3,5,8,6,8,6,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,yes
602,7,9,8,3,8,7,8,5,10,7,7,good_to_bad,male,55to64,married,degree,full_time,managerial_professional,no
674,8,8,9,0,10,7,10,8,7,7,8,good_to_bad,male,25to44,married,degree,full_time,intermediate,yes
130,9,7,9,0,10,8,10,7,8,3,6,good_to_bad,male,16to24,married,no_degree,full_time,routine_manual,no
3,9,9,8,7,7,7,9,7,9,6,8,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,managerial_professional,no
447,8,7,7,0,10,8,8,3,9,9,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
248,7,7,5,7,8,6,6,7,7,4,9,very_good,female,25to44,single,no_degree,full_time,managerial_professional,yes
753,7,6,0,8,9,8,10,4,3,3,3,very_good,male,25to44,married,no_degree,full_time,routine_manual,no
911,9,9,8,0,9,8,9,7,7,7,10,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
415,8,10,9,1,10,9,10,6,7,7,10,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,managerial_professional,yes
462,7,8,6,5,10,8,7,4,4,4,4,good_to_bad,female,45to54,married,degree,part_time,managerial_professional,no
690,5,6,4,8,10,9,10,5,9,10,6,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual,yes
705,8,8,5,1,10,5,7,1,6,6,7,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,yes
725,7,8,5,3,8,9,10,1,5,2,0,very_good,male,25to44,married,no_degree,full_time,intermediate,no
944,8,8,1,0,8,8,8,7,7,7,8,very_good,male,55to64,single,no_degree,part_time,intermediate,no
179,9,9,9,3,9,9,9,7,7,7,10,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
78,9,8,8,3,8,9,9,6,9,9,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional,yes
24,7,5,7,5,8,6,6,8,5,5,8,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
144,3,7,3,7,5,5,2,4,6,8,5,good_to_bad,male,25to44,single,degree,full_time,managerial_professional,no
36,8,7,8,0,10,8,10,7,8,7,4,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,no
496,9,9,8,2,8,9,8,9,8,6,7,very_good,female,25to44,married,degree,full_time,managerial_professional,no
522,8,9,9,0,10,8,10,6,10,10,4,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,no
186,6,6,4,10,5,7,6,2,0,7,10,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual,no
159,7,8,7,5,7,9,7,4,7,8,7,very_good,female,25to44,married,no_degree,full_time,intermediate,no
408,7,8,8,0,9,8,8,8,7,6,8,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,no
589,4,7,10,0,10,10,10,7,3,4,5,very_good,female,45to54,married,degree,part_time,managerial_professional,yes
2,7,8,8,0,10,8,8,4,8,5,8,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
923,6,6,8,2,7,8,7,7,8,7,5,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
728,5,8,8,8,5,5,7,6,5,4,10,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,no
791,8,8,9,2,10,7,8,5,9,9,9,very_good,male,25to44,married,no_degree,part_time,intermediate,yes
829,7,8,10,0,9,7,10,10,8,7,7,good_to_bad,male,45to54,single,no_degree,full_time,managerial_professional,no
7,5,7,7,3,10,4,4,0,2,3,3,good_to_bad,female,25to44,married,degree,full_time,managerial_professional,yes
64,7,9,7,4,9,9,9,7,7,7,5,very_good,female,16to24,single,degree,full_time,managerial_professional,no
503,8,10,10,0,10,8,10,5,8,6,6,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
836,7,7,7,0,9,6,7,4,7,7,3,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
654,8,8,7,7,7,8,8,7,5,4,7,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
735,8,8,8,2,2,10,7,8,5,6,9,very_good,female,55to64,widowed_divorced_sep,degree,full_time,intermediate,no
255,5,8,8,5,10,9,9,2,2,8,10,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,intermediate,yes
160,7,8,8,6,7,5,4,6,3,2,7,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,no
142,7,7,6,3,8,9,9,6,7,6,5,very_good,female,25to44,married,degree,part_time,intermediate,yes
581,7,7,8,0,8,7,8,8,9,9,8,good_to_bad,male,45to54,married,no_degree,part_time,routine_manual,no
66,9,9,10,0,8,9,9,10,9,10,10,very_good,male,45to54,married,no_degree,full_time,managerial_professional,no
128,9,9,9,0,9,9,9,8,9,3,9,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
579,8,5,6,1,8,8,9,5,8,4,7,very_good,male,25to44,single,no_degree,full_time,routine_manual,no
399,8,8,4,7,9,7,8,5,5,6,5,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,no
536,8,9,10,0,10,8,10,8,10,10,5,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,no
361,9,9,8,4,10,6,8,8,7,8,9,good_to_bad,female,25to44,married,no_degree,full_time,intermediate,yes
374,8,9,8,6,9,9,8,7,9,7,9,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,no
881,9,10,10,0,9,10,10,8,10,10,9,very_good,male,45to54,married,no_degree,full_time,managerial_professional,no
173,8,8,9,7,8,5,9,6,7,2,9,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual,no
424,7,7,7,3,8,8,8,7,6,5,7,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
539,6,7,4,2,8,8,7,4,1,8,8,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
637,8,8,7,0,8,7,9,9,7,6,8,very_good,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,no
354,8,8,9,0,8,7,8,6,7,5,8,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
904,7,8,9,0,9,8,7,9,8,7,8,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
547,9,8,8,2,8,9,9,8,8,6,9,good_to_bad,female,25to44,single,no_degree,full_time,intermediate,yes
959,10,10,10,0,10,8,10,9,9,10,6,very_good,female,45to54,married,no_degree,full_time,intermediate,no
801,7,8,7,4,10,6,9,7,5,4,7,good_to_bad,female,25to44,single,no_degree,full_time,managerial_professional,no
465,8,9,9,0,8,8,10,8,7,7,4,very_good,male,45to54,single,degree,full_time,managerial_professional,no
317,8,9,10,7,10,8,9,7,7,8,8,very_good,male,25to44,married,no_degree,full_time,intermediate,no
620,8,8,8,2,8,7,10,8,6,7,8,good_to_bad,male,55to64,single,no_degree,full_time,routine_manual,no
235,7,8,7,2,7,6,8,6,8,6,7,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
709,9,8,9,0,9,8,9,9,9,9,9,good_to_bad,male,55to64,married,no_degree,part_time,intermediate,no
920,8,8,8,2,8,7,7,7,8,7,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
423,9,9,9,0,10,6,10,10,10,10,8,good_to_bad,female,25to44,single,no_degree,full_time,managerial_professional,no
162,5,9,8,0,10,6,10,3,5,8,8,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,routine_manual,yes
500,10,10,10,7,10,10,8,6,10,7,7,good_to_bad,male,55to64,married,no_degree,full_time,intermediate,no
468,10,9,10,0,9,10,10,8,5,6,9,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
356,8,7,7,5,10,7,9,7,6,4,7,very_good,male,25to44,single,no_degree,full_time,routine_manual,no
921,7,8,7,1,5,5,8,8,8,2,7,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
557,7,7,8,3,9,7,9,7,7,3,9,good_to_bad,male,55to64,married,degree,full_time,managerial_professional,no
930,8,10,10,1,10,8,9,6,8,10,10,very_good,female,25to44,married,no_degree,part_time,intermediate,yes
229,7,5,8,8,10,7,7,4,4,2,6,good_to_bad,female,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,yes
358,4,5,5,2,8,5,5,6,7,8,6,very_good,male,45to54,married,no_degree,full_time,routine_manual,no
435,8,10,10,0,10,8,10,5,10,10,10,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,no
76,8,8,8,2,9,9,8,7,9,7,7,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
456,10,7,10,0,9,8,10,8,6,5,9,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,no
205,4,10,5,5,8,3,5,5,6,5,5,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
425,8,8,7,2,7,6,7,7,8,7,7,good_to_bad,male,55to64,single,degree,full_time,intermediate,no
892,8,8,8,3,10,7,8,7,7,7,10,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
568,8,8,9,1,10,8,9,8,8,4,8,very_good,male,25to44,widowed_divorced_sep,degree,full_time,intermediate,yes
795,6,7,5,5,7,6,6,5,7,6,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,no
662,8,7,9,5,9,8,9,7,8,8,7,very_good,female,25to44,married,degree,part_time,routine_manual,no
307,8,9,7,7,8,6,6,7,8,6,9,good_to_bad,male,55to64,married,degree,full_time,managerial_professional,no
51,10,10,10,0,10,10,10,7,10,10,10,very_good,male,45to54,married,no_degree,full_time,routine_manual,yes
325,7,7,8,0,9,7,8,7,8,7,6,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
411,8,8,10,0,9,7,7,4,7,8,6,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual,yes
822,9,9,10,6,10,9,9,9,7,7,6,very_good,female,25to44,single,degree,full_time,managerial_professional,no
577,9,9,7,5,9,9,8,8,8,7,7,very_good,female,55to64,married,degree,full_time,managerial_professional,no
125,7,10,10,5,10,10,10,10,10,9,5,very_good,female,25to44,widowed_divorced_sep,degree,full_time,intermediate,yes
594,6,6,6,0,10,10,10,10,10,6,8,very_good,male,45to54,married,no_degree,full_time,intermediate,yes
452,7,9,8,5,8,8,7,9,6,8,3,very_good,female,25to44,single,no_degree,full_time,managerial_professional,no
15,8,9,8,1,9,7,8,8,8,5,9,good_to_bad,male,45to54,single,no_degree,full_time,managerial_professional,no
509,8,8,8,0,8,8,10,8,5,8,7,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,no
276,8,8,9,1,7,9,8,7,8,7,5,good_to_bad,male,45to54,married,no_degree,full_time,intermediate,yes
659,8,8,8,5,10,8,9,9,8,7,8,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
664,7,8,7,3,9,7,8,7,6,9,6,good_to_bad,female,25to44,married,degree,part_time,intermediate,yes
68,8,5,9,7,9,8,8,8,8,7,8,good_to_bad,female,25to44,married,no_degree,full_time,intermediate,no
259,7,8,9,0,8,5,9,9,8,6,6,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional,no
658,6,9,4,4,8,7,7,7,5,7,10,good_to_bad,female,45to54,married,degree,part_time,managerial_professional,yes
864,8,10,7,3,8,8,8,8,7,8,10,very_good,female,45to54,married,no_degree,part_time,managerial_professional,yes
626,8,7,7,0,8,7,8,8,7,7,8,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,no
18,8,9,8,1,10,9,10,8,8,7,10,good_to_bad,female,16to24,single,degree,full_time,managerial_professional,no
218,8,8,9,8,8,8,10,10,7,5,10,very_good,male,25to44,married,no_degree,full_time,routine_manual,no
310,8,9,4,8,10,6,7,9,4,4,9,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,no
814,7,10,9,1,9,8,9,8,9,6,10,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
785,9,9,9,1,10,8,8,10,8,9,7,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
221,5,6,6,3,9,9,9,5,5,5,9,very_good,female,25to44,single,degree,part_time,intermediate,yes
404,8,8,7,4,9,10,7,5,4,9,3,good_to_bad,male,45to54,married,no_degree,full_time,intermediate,no
732,8,7,5,3,9,7,10,7,7,6,9,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
550,7,8,7,4,7,9,9,6,8,8,6,very_good,male,55to64,married,degree,full_time,managerial_professional,no
782,8,9,5,6,9,8,10,9,5,6,10,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual,no
190,7,9,10,3,10,8,10,8,9,8,8,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
298,9,10,9,0,8,7,9,9,7,8,8,good_to_bad,female,45to54,single,no_degree,full_time,routine_manual,no
848,7,7,9,7,8,7,5,5,8,8,8,very_good,male,55to64,married,degree,part_time,intermediate,no
595,8,7,9,0,10,7,8,8,5,7,6,good_to_bad,female,55to64,married,no_degree,part_time,intermediate,no
439,8,9,10,3,10,9,10,6,8,8,9,very_good,male,25to44,married,no_degree,full_time,intermediate,yes
181,7,9,7,2,8,5,6,8,10,4,8,good_to_bad,female,45to54,married,degree,full_time,intermediate,yes
715,8,10,10,5,10,8,8,8,7,7,10,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,no
334,8,7,7,4,8,8,8,5,8,9,8,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
828,8,10,8,2,7,9,9,7,6,6,10,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,no
273,7,8,2,5,10,6,1,3,1,5,7,good_to_bad,female,25to44,married,no_degree,part_time,intermediate,yes
212,8,9,7,6,10,7,7,10,9,9,5,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,no
461,9,9,9,0,10,8,10,8,10,8,9,very_good,male,45to54,married,no_degree,full_time,managerial_professional,yes
548,8,8,8,0,10,10,10,8,9,10,10,very_good,female,25to44,married,no_degree,part_time,routine_manual,yes
143,10,10,5,8,10,10,10,8,8,7,9,very_good,male,25to44,married,no_degree,full_time,intermediate,no
105,4,6,5,1,8,6,5,3,5,7,7,very_good,male,55to64,widowed_divorced_sep,no_degree,part_time,managerial_professional,no
344,10,8,10,8,10,10,10,10,6,9,7,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual,no
454,8,5,9,9,10,5,8,10,10,7,10,good_to_bad,female,45to54,married,no_degree,part_time,routine_manual,no
560,10,8,5,3,10,7,9,8,9,7,7,good_to_bad,female,25to44,married,no_degree,full_time,routine_manual,no
540,6,10,6,7,7,5,6,5,6,6,10,good_to_bad,female,55to64,married,degree,part_time,intermediate,no
706,8,8,8,0,7,7,8,6,8,8,10,good_to_bad,male,45to54,married,no_degree,full_time,intermediate,no
667,8,8,8,0,8,8,8,7,5,5,6,very_good,female,55to64,widowed_divorced_sep,no_degree,full_time,intermediate,no
872,7,8,9,9,10,9,10,8,7,10,10,good_to_bad,male,25to44,married,no_degree,part_time,routine_manual,yes
720,7,7,6,0,8,6,8,6,7,8,8,good_to_bad,male,45to54,single,no_degree,full_time,intermediate,no
277,10,10,10,0,10,10,10,10,10,10,10,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,yes
624,9,9,9,3,9,7,9,7,8,7,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional,no
302,8,7,9,2,8,6,10,8,9,5,6,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,no
272,8,10,10,0,7,8,8,7,7,8,10,very_good,male,45to54,married,no_degree,full_time,intermediate,no
75,7,6,7,2,8,8,8,8,4,7,10,very_good,male,55to64,widowed_divorced_sep,degree,full_time,managerial_professional,no
60,10,10,9,4,10,10,8,5,9,4,10,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,intermediate,no
823,8,10,8,3,8,7,5,8,9,5,10,very_good,female,45to54,widowed_divorced_sep,degree,full_time,managerial_professional,no
293,5,9,9,0,5,9,8,10,10,10,10,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,part_time,routine_manual,yes
116,10,9,8,0,10,10,10,1,6,5,9,very_good,male,16to24,single,no_degree,full_time,routine_manual,no
201,8,8,9,9,9,8,9,9,6,3,6,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
643,8,8,9,4,9,8,8,5,6,8,8,very_good,male,45to54,married,degree,full_time,managerial_professional,no
260,8,8,0,5,10,10,10,7,6,3,7,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
543,8,7,5,7,8,9,9,7,6,5,8,very_good,female,45to54,single,no_degree,full_time,managerial_professional,no
419,8,8,7,2,8,7,8,7,8,7,7,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
762,8,8,8,1,10,9,7,8,8,9,9,good_to_bad,female,25to44,married,no_degree,part_time,intermediate,yes
353,10,10,9,0,10,9,10,9,9,8,10,very_good,male,55to64,married,no_degree,part_time,managerial_professional,no
224,9,8,9,2,9,8,9,8,8,7,6,very_good,female,25to44,married,no_degree,full_time,managerial_professional,yes
305,3,10,5,2,5,9,4,9,10,5,5,very_good,female,45to54,married,no_degree,part_time,intermediate,yes
796,7,5,6,0,8,8,8,4,6,8,8,good_to_bad,male,45to54,single,no_degree,full_time,intermediate,no
840,8,8,8,1,9,7,8,8,8,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional,no
320,8,9,9,2,9,6,8,9,10,7,8,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
448,9,9,9,1,10,10,10,8,3,8,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional,no
400,10,10,10,0,10,10,10,5,7,5,5,very_good,male,45to54,married,no_degree,full_time,routine_manual,no
591,8,10,7,1,8,10,10,6,9,9,10,very_good,female,25to44,single,no_degree,part_time,intermediate,yes
206,7,9,7,6,8,8,7,7,8,9,5,good_to_bad,male,45to54,widowed_divorced_sep,degree,full_time,managerial_professional,no
312,8,8,10,0,8,8,9,5,8,10,8,very_good,female,25to44,married,degree,part_time,routine_manual,yes
757,8,9,8,2,8,6,9,9,8,6,5,good_to_bad,female,25to44,married,degree,full_time,managerial_professional,no
800,8,9,9,7,9,5,8,8,9,3,9,very_good,female,25to44,married,degree,part_time,intermediate,yes
588,8,7,8,1,8,5,8,7,6,5,7,good_to_bad,female,55to64,married,no_degree,full_time,managerial_professional,no
427,5,4,9,5,4,8,8,3,8,5,10,good_to_bad,female,55to64,married,no_degree,full_time,routine_manual,no
85,7,8,8,8,9,8,9,8,8,8,9,very_good,male,55to64,married,degree,full_time,managerial_professional,no
634,8,9,9,1,10,5,8,5,8,5,1,good_to_bad,female,45to54,married,no_degree,full_time,routine_manual,no
740,8,6,6,2,9,6,8,7,1,6,8,very_good,male,55to64,married,no_degree,full_time,routine_manual,no
347,7,7,5,5,8,9,9,8,6,8,6,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
494,10,10,10,0,10,8,10,8,10,10,10,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
19,7,9,9,0,10,6,9,6,4,10,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
464,7,6,8,2,10,8,10,9,4,6,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,yes
200,6,8,5,5,6,8,9,7,7,7,6,very_good,male,16to24,single,no_degree,full_time,routine_manual,no
805,8,5,8,0,7,6,6,8,7,5,8,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,yes
676,8,8,8,1,7,8,8,8,8,5,7,very_good,male,25to44,married,no_degree,full_time,intermediate,yes
9,3,5,5,6,1,7,7,1,8,7,4,very_good,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,no
491,10,8,10,0,10,10,10,10,7,10,6,very_good,female,45to54,married,no_degree,full_time,managerial_professional,yes
842,9,10,9,5,10,7,8,10,10,5,5,very_good,male,55to64,married,degree,part_time,managerial_professional,no
420,7,7,7,3,8,7,5,4,6,8,8,very_good,male,16to24,married,no_degree,full_time,routine_manual,no
743,7,7,8,2,8,7,8,2,5,6,8,good_to_bad,male,45to54,married,no_degree,full_time,intermediate,no
